# ----------------------------------------
# All Web Site Data
# Pages
# 20130524-20140602
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/?s=johnson+county,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=jon+favreau&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=jordan+&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=jordan+porto&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=kaan+&submit=Search,1,1,00:00:22,0,0.00%,0.00%,$0.00
/?s=kaiser&submit=Search,1,1,00:00:18,0,0.00%,0.00%,$0.00
/?s=kashmir&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=kasim&submit=Search,1,1,00:00:24,1,0.00%,0.00%,$0.00
/?s=kasim+reed&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kerry&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kevin+shi&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kirk+lancaster&submit=Search,1,1,00:00:28,0,0.00%,0.00%,$0.00
/?s=klein&submit=Search,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=koch&submit=Search,1,1,00:03:50,0,0.00%,0.00%,$0.00
/?s=landry&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Laurie&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=laurie+beckoff&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=leto&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Linton&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=liz&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=login&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=luke+&submit=Search,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=Luke+Wetterstrom&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=mark+leibovich&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Mars&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=matthew+schweitzer&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Max+Lupin&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=meetings&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=michel-ange&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=migrants&submit=Search,1,1,00:00:01,0,0.00%,0.00%,$0.00
/?s=napal&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=ned+pollar&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=ned+pollardd&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=nepal&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=nikhil&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=noah+weiland&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=nsa&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=Obama&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=october+27&submit=Search,1,1,00:00:13,0,0.00%,0.00%,$0.00
/?s=pakistan&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=pappajohn&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=pappajohnb&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=pavli&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=pavlik&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=podcast&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=post-war&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=post-war+watch&submit=Search,1,1,00:01:05,0,0.00%,0.00%,$0.00
/?s=putin&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=quinn&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Redskins&submit=Search,1,1,00:00:14,1,0.00%,0.00%,$0.00
/?s=reilly&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=rodnyansky&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=rutvik&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=Rutvik&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=saatchi+gupta&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=sam&submit=Search,1,1,00:00:20,0,0.00%,0.00%,$0.00
/?s=sanders&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=sex&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=sexual+assault&submit=Search,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=shatter&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=shayan&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=should+political+public++figures+have+privacy,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=simon&submit=Search,1,1,00:20:40,0,0.00%,0.00%,$0.00
/?s=smart&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=somalia&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=sophie+kennedy,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=Space&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=sports&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=staff&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=steven+yaffe&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Supreme+Court&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=syria&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=talia&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=Talia&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Tanner+Caplan&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=tanvi&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=tavish&submit=Search,1,1,00:00:05,1,0.00%,0.00%,$0.00
/?s=tesla&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=the&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=the+&submit=Search,1,1,00:01:55,0,0.00%,0.00%,$0.00
/?s=the+gate&submit=Search,1,1,00:00:02,0,0.00%,0.00%,$0.00
/?s=the+wire&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=tobacco&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=tom+wood+&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Tommy+vietor&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=UCPU&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=ukraine&submit=Search,1,1,00:00:25,0,0.00%,0.00%,$0.00
/?s=ulgen&submit=Search,1,1,00:01:27,0,0.00%,0.00%,$0.00
/?s=ward&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=ward+project&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=warren&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=wessen&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=why+lesibian+are+allowed+in+usa&submit=Search,1,1,00:01:44,0,0.00%,0.00%,$0.00
/?s=why+lesibians+in+africa&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=william+fernandez&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=william+wilcox&submit=Search,1,1,00:00:32,0,0.00%,0.00%,$0.00
/?s=William+Wilcox&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=xm&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=yaffe&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=Yuan&submit=Search,1,1,00:00:18,0,0.00%,0.00%,$0.00
/?s=zheutlin&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=zk&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?w3tc_note=flush_all,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2013/10/16/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/16/debt-ceiling-debacle,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/22/foreign-media-on-us-shutdown,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/27/introducing_shatterzones/?preview=true&preview_id=313&preview_nonce=913d8d2694&post_format=standard,1,1,00:01:10,0,0.00%,0.00%,$0.00
/2013/10/27/introducing-rxeform/?preview=true&preview_id=309&preview_nonce=01cb250722&post_format=standard,1,1,00:02:37,1,0.00%,0.00%,$0.00
/2013/10/27/introducing-rxeform/?preview=true&preview_id=309&preview_nonce=6da7ba54db&post_format=standard,1,1,00:03:56,1,0.00%,0.00%,$0.00
/2013/10/27/introducing-rxeform/?preview=true&preview_id=309&preview_nonce=9216cb5310&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2013/10/27/introducing-rxeform/10-6-2013-3/,1,1,00:01:35,0,0.00%,0.00%,$0.00
/2013/10/31/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/31/wendy-davis-texas,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/01/john-mccain-a-statesman-fit-for-compromise/?preview=true&preview_id=379&preview_nonce=b3b7209f45&post_format=standard,1,1,00:00:17,0,0.00%,0.00%,$0.00
/2013/11/05/migrants-marooned-italian-immigration-crisis/?preview=true&preview_id=453&preview_nonce=efa23b3812&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2013/11/10/patrolling-the-worlds-most-complicated-frontier/?preview=true&preview_id=490&preview_nonce=653ebf50c8&post_format=standard,1,1,00:00:05,0,0.00%,0.00%,$0.00
/2013/11/13/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/13/a-big-stuff-moment,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/15/superfood-to-the-rescue/?fb_comment_id=fbc_222578617913267_654417_232913963546399,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/18/shutdown-2013-self-interest/?preview=true&preview_id=569&preview_nonce=16f3284106&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2013/11/20/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/21/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/21/raise-scores-then-wages,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/22/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/22/officials-review-response-to-2008-crisis,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/11/26/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/12/01/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/12/02/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/01/13/why-insurance-part-1-does-insurance-make-you-healthier/?preview=true&preview_id=724&preview_nonce=9ed31d5300&post_format=standard,1,1,00:00:03,0,0.00%,0.00%,$0.00
/2014/01/16/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/01/27/the-flame-of-love-in-catching-fire/?preview=true&preview_id=787&preview_nonce=9dfeaed4ea&post_format=standard,1,1,00:06:21,1,0.00%,0.00%,$0.00
/2014/02/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/02/13/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/02/24/de-blasio-promises-best-plan-for-universal-pre-k/?preview=true&preview_id=922&preview_nonce=4c8a831937&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2014/03/04/chiraq-an-unbalanced-portrayal-of-drill-music/,1,1,00:01:54,0,0.00%,0.00%,$0.00
/2014/03/04/chiraq-an-unbalanced-portrayal-of-drill-music/?preview=true&preview_id=993&preview_nonce=077cfd7191&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2014/06/02/a-wall-around-hyde-park/?fb_action_ids=10203285640933260&fb_action_types=og.comments,1,1,00:00:00,1,100.00%,100.00%,$0.00
/administrator/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/author,1,1,00:00:00,1,100.00%,100.00%,$0.00
/author/agautam/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/author/alinton/page/2/,1,1,00:00:03,0,0.00%,0.00%,$0.00
/author/alinton/page/3/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/aneri-amin/page/2/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/cfine/page/3/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/onwanevu/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/author/tyuan/,1,1,00:00:18,0,0.00%,0.00%,$0.00
/author/vicky-w-yang/,1,1,00:02:27,0,0.00%,0.00%,$0.00
/c-panel,1,1,00:05:39,0,0.00%,0.00%,$0.00
/category/chicago/page/8/,1,1,00:00:09,0,0.00%,0.00%,$0.00
/category/columns/page/2/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/category/columns/page/3/,1,1,00:00:03,0,0.00%,0.00%,$0.00
/category/columns/page/4/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/category/education/“,1,1,00:01:56,0,0.00%,0.00%,$0.00
/category/features/culture/,1,1,00:00:02,0,0.00%,0.00%,$0.00
/category/national/page/7/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/category/national/page/9/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/category/world/asia/page/2/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/category/world/middleeast/page/2/,1,1,00:00:09,0,0.00%,0.00%,$0.00
/category/world/middleeast/page/3/,1,1,00:00:40,0,0.00%,0.00%,$0.00
/do/show_picture.pl?c=bottom_frame&u=http://uchicagogate.com/2014/01/24/tommy-vietor-bridging-the-gap-between-the-public-and-the-classified/&udata=dc3c2d54207de83e01167f1c066c92ac&sp=9f1327ae6c7180b18f34f883675785ae&ts=MTM5ODk4Njc0Mw==,1,1,00:00:00,1,100.00%,100.00%,$0.00
/Extension,1,1,00:00:12,1,0.00%,0.00%,$0.00
/interviews/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/notified-LAC_Compliance?aHR0cDovL3VjaGljYWdvZ2F0ZS5jb20vMjAxNC8wMy8xOC9wcm90ZXN0cy1pbi12ZW5lenVlbGEv=,1,1,00:00:00,1,100.00%,100.00%,$0.00
/README.txt,1,1,00:00:00,1,100.00%,100.00%,$0.00
/staff/?trashed=1&ids=5,1,1,00:00:04,0,0.00%,0.00%,$0.00
/translate_c?depth=1&hl=ja&prev=/search?q=anti+japan+media+anne+frank+right+wing&start=20&sa=N&rlz=1C1LEND_jaJP586JP586&es_sm=122&biw=1176&bih=921&rurl=translate.google.co.jp&sl=en&u=http://uchicagogate.com/2014/03/17/vandalizing-the-diary-of-anne-frank-shift-of-sentiment-or-colossal-coincidence/&usg=ALkJrhhDC_vCI7FE6gqV4EagOtEKb7DcfQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/wp,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp_admin,1,1,00:01:06,1,0.00%,0.00%,$0.00
/wp_login,1,1,00:00:03,0,0.00%,0.00%,$0.00
/wp-admin/customize.php?url=http://uchicagogate.com/category/columns/supremecourtspotlight/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/wp-content/uploads/2013/08/donkey2.jpg,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp-content/uploads/2013/10/Hénin-Beaumont_-_Marine_Le_Pen_au_Parlement_des_Invisibles_le_dimanche_15_avril_2012_N1.jpg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/wpadmin,1,1,00:00:00,0,0.00%,100.00%,$0.00
,"39,701","31,817",00:01:36,"18,858",67.38%,47.50%,$0.00

Day Index,Pageviews
5/24/13,0
5/25/13,0
5/26/13,0
5/27/13,0
5/28/13,0
5/29/13,0
5/30/13,0
5/31/13,0
6/1/13,0
6/2/13,0
6/3/13,0
6/4/13,0
6/5/13,0
6/6/13,0
6/7/13,0
6/8/13,0
6/9/13,0
6/10/13,0
6/11/13,0
6/12/13,0
6/13/13,0
6/14/13,0
6/15/13,0
6/16/13,0
6/17/13,0
6/18/13,0
6/19/13,0
6/20/13,0
6/21/13,0
6/22/13,0
6/23/13,0
6/24/13,0
6/25/13,0
6/26/13,0
6/27/13,0
6/28/13,0
6/29/13,0
6/30/13,0
7/1/13,0
7/2/13,0
7/3/13,0
7/4/13,0
7/5/13,0
7/6/13,0
7/7/13,0
7/8/13,0
7/9/13,0
7/10/13,0
7/11/13,0
7/12/13,0
7/13/13,0
7/14/13,0
7/15/13,0
7/16/13,0
7/17/13,0
7/18/13,0
7/19/13,0
7/20/13,0
7/21/13,0
7/22/13,0
7/23/13,0
7/24/13,0
7/25/13,0
7/26/13,0
7/27/13,0
7/28/13,0
7/29/13,0
7/30/13,0
7/31/13,0
8/1/13,0
8/2/13,0
8/3/13,0
8/4/13,0
8/5/13,0
8/6/13,0
8/7/13,0
8/8/13,0
8/9/13,0
8/10/13,0
8/11/13,0
8/12/13,0
8/13/13,0
8/14/13,0
8/15/13,0
8/16/13,0
8/17/13,0
8/18/13,0
8/19/13,0
8/20/13,0
8/21/13,0
8/22/13,0
8/23/13,0
8/24/13,0
8/25/13,0
8/26/13,0
8/27/13,0
8/28/13,0
8/29/13,0
8/30/13,0
8/31/13,0
9/1/13,0
9/2/13,0
9/3/13,0
9/4/13,0
9/5/13,0
9/6/13,0
9/7/13,0
9/8/13,0
9/9/13,0
9/10/13,0
9/11/13,0
9/12/13,0
9/13/13,0
9/14/13,0
9/15/13,0
9/16/13,0
9/17/13,0
9/18/13,0
9/19/13,0
9/20/13,0
9/21/13,0
9/22/13,0
9/23/13,0
9/24/13,0
9/25/13,0
9/26/13,0
9/27/13,0
9/28/13,0
9/29/13,0
9/30/13,14
10/1/13,134
10/2/13,180
10/3/13,64
10/4/13,110
10/5/13,42
10/6/13,79
10/7/13,208
10/8/13,80
10/9/13,114
10/10/13,69
10/11/13,44
10/12/13,29
10/13/13,102
10/14/13,216
10/15/13,258
10/16/13,328
10/17/13,227
10/18/13,80
10/19/13,46
10/20/13,98
10/21/13,183
10/22/13,270
10/23/13,467
10/24/13,342
10/25/13,245
10/26/13,130
10/27/13,274
10/28/13,283
10/29/13,203
10/30/13,272
10/31/13,333
11/1/13,336
11/2/13,201
11/3/13,129
11/4/13,290
11/5/13,488
11/6/13,251
11/7/13,299
11/8/13,54
11/9/13,43
11/10/13,256
11/11/13,647
11/12/13,458
11/13/13,400
11/14/13,263
11/15/13,122
11/16/13,239
11/17/13,282
11/18/13,313
11/19/13,218
11/20/13,207
11/21/13,206
11/22/13,266
11/23/13,100
11/24/13,161
11/25/13,323
11/26/13,154
11/27/13,116
11/28/13,134
11/29/13,217
11/30/13,95
12/1/13,232
12/2/13,505
12/3/13,213
12/4/13,140
12/5/13,97
12/6/13,165
12/7/13,227
12/8/13,116
12/9/13,68
12/10/13,63
12/11/13,39
12/12/13,65
12/13/13,19
12/14/13,78
12/15/13,41
12/16/13,50
12/17/13,42
12/18/13,60
12/19/13,45
12/20/13,49
12/21/13,26
12/22/13,11
12/23/13,24
12/24/13,61
12/25/13,33
12/26/13,54
12/27/13,50
12/28/13,40
12/29/13,67
12/30/13,30
12/31/13,45
1/1/14,61
1/2/14,60
1/3/14,76
1/4/14,153
1/5/14,207
1/6/14,120
1/7/14,148
1/8/14,157
1/9/14,93
1/10/14,62
1/11/14,48
1/12/14,104
1/13/14,220
1/14/14,182
1/15/14,137
1/16/14,176
1/17/14,115
1/18/14,110
1/19/14,16
1/20/14,4
1/21/14,71
1/22/14,193
1/23/14,147
1/24/14,218
1/25/14,199
1/26/14,168
1/27/14,286
1/28/14,289
1/29/14,174
1/30/14,172
1/31/14,138
2/1/14,90
2/2/14,174
2/3/14,175
2/4/14,64
2/5/14,119
2/6/14,148
2/7/14,115
2/8/14,82
2/9/14,125
2/10/14,236
2/11/14,176
2/12/14,133
2/13/14,133
2/14/14,50
2/15/14,160
2/16/14,147
2/17/14,156
2/18/14,134
2/19/14,149
2/20/14,108
2/21/14,77
2/22/14,87
2/23/14,100
2/24/14,339
2/25/14,263
2/26/14,223
2/27/14,123
2/28/14,109
3/1/14,110
3/2/14,117
3/3/14,244
3/4/14,213
3/5/14,260
3/6/14,238
3/7/14,105
3/8/14,81
3/9/14,38
3/10/14,211
3/11/14,207
3/12/14,111
3/13/14,94
3/14/14,65
3/15/14,43
3/16/14,81
3/17/14,149
3/18/14,170
3/19/14,469
3/20/14,109
3/21/14,91
3/22/14,37
3/23/14,56
3/24/14,99
3/25/14,93
3/26/14,40
3/27/14,74
3/28/14,55
3/29/14,114
3/30/14,77
3/31/14,154
4/1/14,155
4/2/14,84
4/3/14,104
4/4/14,126
4/5/14,133
4/6/14,159
4/7/14,196
4/8/14,99
4/9/14,79
4/10/14,90
4/11/14,95
4/12/14,71
4/13/14,115
4/14/14,149
4/15/14,159
4/16/14,120
4/17/14,93
4/18/14,112
4/19/14,197
4/20/14,103
4/21/14,164
4/22/14,131
4/23/14,146
4/24/14,97
4/25/14,90
4/26/14,69
4/27/14,161
4/28/14,215
4/29/14,385
4/30/14,186
5/1/14,187
5/2/14,185
5/3/14,58
5/4/14,123
5/5/14,196
5/6/14,139
5/7/14,99
5/8/14,95
5/9/14,142
5/10/14,139
5/11/14,293
5/12/14,242
5/13/14,213
5/14/14,126
5/15/14,144
5/16/14,78
5/17/14,92
5/18/14,189
5/19/14,91
5/20/14,134
5/21/14,112
5/22/14,62
5/23/14,79
5/24/14,77
5/25/14,59
5/26/14,76
5/27/14,58
5/28/14,205
5/29/14,118
5/30/14,121
5/31/14,172
6/1/14,82
6/2/14,"3,581"
,"39,701"

